data_project_995994_2025_05_05
lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_23;v_3;v_1;v_2;v_16;v_357;v_377;v_378;v_457;v_17;v_18;v_25;v_359;v_452;v_380;v_421;v_368;v_374;v_28;v_29;v_572;v_34;v_35;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_44;v_47;v_667;v_668;v_669;v_461;v_454;v_45;v_46;v_455;v_482;v_484;v_487;v_76;v_73;v_79;v_68;v_70;v_71;v_74;v_78;v_77;v_75;v_69;v_72;v_466;v_557;v_576;v_80;v_81;v_87;v_92;v_88;v_91;v_83;v_93;v_89;v_90;v_84;v_86;v_82;v_85;v_463;v_558;v_575;v_95;v_96;v_577;v_670;v_671;v_672;v_673;v_674;v_675;v_676;v_677;v_97;v_98;v_99;v_100;v_101;v_102;v_303;v_103;v_422;v_104;v_105;v_343;v_344;v_345;v_346;v_347;v_348;v_349;v_350;v_351;v_423;v_559;v_560;v_561;v_562;v_563;v_564;v_565;v_566;v_567;v_568;v_569;v_158;v_159;v_160;v_161;v_162;v_573;v_574;v_163;v_164;v_385;v_386;v_418;v_409;v_410;v_388;v_389;v_392;v_393;v_394;v_395;v_396;v_397;v_399;v_401;v_402;v_403;v_404;v_411;v_405;v_408;v_407;v_406;v_387;v_417;v_459;v_571;v_246;v_248;v_250;v_252;v_254;v_277;v_278;v_279;v_280;v_281;v_282;v_283;v_284;v_285;v_286;v_194;v_297
424;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
425;0;0;22;6671762;-77;0;212;45;10;-99;1;2;1;-99;5;12;Certification Authority;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
426;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
427;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
428;0;0;22;6671762;-77;13;233;10;23;-99;3;2;2;-99;6;3;-99;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
429;0;0;22;6650599;-77;169;82;90;23;-99;1;1;3;-99;3;3;-99;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
430;0;0;22;6671742;-77;392;82;100;23;-99;1;1;5;-99;4;3;-99;2;2;2;1;-99;2;-99;1;0;0;0;-99;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;-99;2;4;4;2;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;-99;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;-99;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;-99;-99;-99;-99;-99;-99;-66;-66;-99;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
431;0;0;22;6650615;-77;1078;65;10;14;-99;1;1;5;-99;3;4;-99;4;2;4;1;-99;2;-99;0;1;0;1;For each module we first elicit the requirements, document them, we validate the documentation, then we prototype them, and then we validate the prototyping. These last parts are more similar to agile methodologies;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;-99;2;5;5;2;0;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;-99;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-99;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;-99;using non-quantified textual requirements;using non-quantified textual requirements;-66;-66;-66;-66;using non-quantified textual requirements;using non-quantified textual requirements, sketches;-66;using non-quantified textual requirements;4;2;1;1;3;4;2;4;2;2;1;1;1;1;0;0;0;0;0;-99;4;4;2;2;4;4;2;2;2;4;2;4;2;2;2;4;4;4;4;2;2;2;2;2;2;2;2;2;5;10;12;6;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
432;0;0;31;6650617;-77;1827;212;17;23;-99;1;2;1;-99;3;3;-99;1;3;3;1;-99;2;-99;1;0;0;0;-99;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;-99;2;3;5;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;-99;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;-99;3;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;-99;We document the machines it will run before deployment;-99;We run performance test to test system under heavy load, see it works properly;We install it in different machines;We try to cut the connection between modules and check if it recovers after network recovers and system works correctly;-66;-66;-66;-66;We care about the laws and customer requirements;1;2;2;2;5;2;2;4;4;3;4;1;0;1;0;0;0;0;0;-99;4;3;4;3;2;4;4;3;4;4;2;5;1;5;1;2;1;4;1;1;1;1;1;1;1;1;4;14;27;12;1;9;Customer is given a deadline, which is unrealistic;Real time network problems are not considered when working in internal networks;Communicating with customer is done by only our project leader, the team must be able to communicate with customers too;Project team should be more helpful to each other about the requirements;Tracing them is difficult on different requirement sets between system level requirements and software level requirements;The projects in the same field are developed in way more time;It has to work in large network and it was known;Customer was not reachable from engineers in our team;The team was not eager to help each other, because of the ranking system in the company;The system and sofotware level requirements were not traced easily;-99;-99
433;0;0;22;6671741;-77;638;212;8;13;-99;1;1;6;-99;2;3;-99;2;2;2;3;-99;3;-99;1;0;0;0;-99;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;-99;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
434;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
435;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
436;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
437;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
438;0;0;31;6650617;-77;633;65;4;22;artificial intelligence;2;1;1;-99;1;4;-99;1;1;1;2;-99;2;-99;1;0;0;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-99;2;5;5;5;1;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;-99;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;-99;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;-99;interoperabilidad);-66;-66;-66;-66;libertad de riesgo para la salud o desastre;-66;-66;-66;leyes;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;0;0;0;0;-99;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;8;16;9;4;20;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
439;0;0;31;6650617;-77;2586;212;100;22;defense industry;2;2;1;-99;5;3;-99;3;2;2;6;-99;5;-99;0;1;0;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-99;2;5;5;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;-99;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;-99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-99;-66;-66;-66;-66;-66;-66;-66;-66;-66;Diagrams, plain word files;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;0;0;-99;4;4;4;2;4;5;5;5;4;5;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;4;4;17;11;8;15;16;The customer makes unnecessary demands;-99;The customer does not have analytical thinking skills;The customer does not have analytical thinking skills;-99;Unhealthy products are emerging;-99;Unhealthy products are emerging;-99;-99;-99;-99
440;0;0;31;6650617;-77;1991;212;100;22;defense;2;2;1;-99;5;12;developer + business analyst;2;2;2;1;-99;1;-99;0;1;0;0;-99;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;-99;2;4;3;2;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;0;-99;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;-99;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;1;1;0;0;-99;-66;modularity, modifiability is important. we want to see these parameters is healty;time behaviour, stres test is important;-66;definetely recoverability, maturity..;-66;integrity, confidentiality, authenticity is important for us;accessibility, appropriateness recognizability, learnability, operability, user error protection, user interface aesthetics;-66;-66;4;2;2;2;2;4;4;3;3;2;4;1;1;1;0;0;0;0;0;-99;4;4;2;2;2;4;2;4;4;4;3;2;2;1;4;3;4;1;1;3;2;3;2;3;2;3;2;6;10;8;17;9;time problem for project, recoding is problem ;motivation problem occur ;technical difficulties and unhealty development;undefined requirements, time problem.;order of requirement confuse;customer has insufficient domain knowledge;project management problem. Especially project due date changing. For this reason big problems occur.;customer has insufficient info about information systems;customer has insufficient info about information systems;Project managers must examine requirements;-99;-99
441;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
442;0;0;22;6671762;-77;0;212;100;23;-99;1;1;1;-99;5;9;-99;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
443;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
444;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
445;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
446;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
447;0;0;22;6650615;-77;1995;33;8;4;-99;2;1;2;-99;3;11;-99;2;1;2;1;-99;1;-99;0;1;0;0;-99;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;0;-99;2;5;4;2;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;-99;0;0;1;0;1;1;0;0;1;1;1;1;0;0;0;0;-99;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;-99;I inform in the documentation which ERP functionalities the user must have enabled for the integration to work .I also include BPM diagrams of the integration flow so that it is clear which routes the data is taking. ;-66;-66;-66;-66;-66;-66;I make it clear that in order to use the new features, the user must have the appropriate role. ;-66;I include in the documentation the legal rules that the system must comply with. This will be the basis for creating the tests;2;4;2;2;4;2;2;4;4;2;2;1;0;0;1;0;0;0;0;-99;2;4;4;3;4;4;2;2;2;4;4;4;2;2;3;5;2;2;2;2;2;2;2;4;2;2;2;6;11;10;5;9;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
448;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
